fips,Total Cases,Total Deaths,Count
12047.0,7131,12,70
17085.0,1403,12,85
48403.0,350,12,67
51083.0,1489,12,83
13179.0,3587,13,84
51101.0,1013,13,77
17067.0,691,13,68
1109.0,8216,13,82
20061.0,1042,13,71
12077.0,8327,13,66
13181.0,920,13,87
39119.0,2070,13,81
5065.0,695,13,70
6007.0,2226,14,86
36075.0,5607,14,84
31059.0,238,14,54
16005.0,1425,14,83
4011.0,265,14,77
19091.0,634,14,55
13289.0,725,15,85
42059.0,1895,15,82
13123.0,6232,15,77
45023.0,3438,15,84
21217.0,621,16,78
13191.0,623,16,77
21179.0,2009,16,93
48031.0,499,16,82
48111.0,1049,16,69
12075.0,1998,16,80
12063.0,8626,17,88
5131.0,2181,17,88
22085.0,1932,17,78
45081.0,5909,17,88
27013.0,5528,17,91
13011.0,3291,17,77
5015.0,984,17,75
12125.0,1140,17,76
13259.0,2274,18,76
35039.0,2053,18,82
56025.0,4220,18,87
37007.0,2838,18,76
29007.0,2238,18,57
51193.0,2734,18,73
51097.0,541,18,76
40023.0,1761,18,80
39159.0,2285,18,87
46121.0,996,19,80
48315.0,820,19,60
45049.0,1921,19,74
20085.0,2669,19,85
27023.0,1541,20,56
5031.0,9772,20,88
40089.0,2025,20,73
24011.0,10283,20,86
13233.0,5595,20,101
27153.0,8347,20,64
49005.0,12658,21,89
21073.0,2147,21,89
19023.0,721,22,80
28063.0,1889,22,80
21051.0,241,22,57
19137.0,294,22,80
36099.0,2981,22,76
27083.0,2741,23,76
48151.0,58,23,31
46013.0,10048,23,85
32019.0,2951,23,82
48193.0,422,23,69
55141.0,441,23,91
51109.0,4025,24,85
37073.0,906,24,74
28077.0,4409,24,87
37093.0,9436,24,89
19055.0,715,24,69
26129.0,1145,24,81
23003.0,430,24,73
48287.0,692,24,74
54041.0,326,24,70
48367.0,3537,25,83
54057.0,1820,25,73
13183.0,569,25,82
1035.0,1614,25,75
13159.0,1906,25,83
51670.0,3698,25,79
19033.0,1474,25,85
18153.0,1567,26,83
51137.0,4048,26,82
22065.0,3820,26,81
8109.0,2011,26,76
55095.0,792,26,66
39065.0,2454,26,74
21169.0,195,27,48
28137.0,4113,27,85
27065.0,420,27,45
40091.0,455,27,59
20093.0,1802,27,64
5123.0,23266,27,77
28159.0,5078,28,88
29143.0,981,28,74
42087.0,2968,28,78
39001.0,463,28,72
38071.0,437,28,87
42013.0,2259,28,81
19117.0,409,28,29
56007.0,723,28,86
47097.0,2435,28,75
42057.0,605,29,71
1009.0,3189,29,82
42123.0,165,29,82
29135.0,2565,30,84
21009.0,2002,30,76
1043.0,6251,31,87
51025.0,1358,31,76
45011.0,2081,31,77
6043.0,692,31,48
51031.0,943,32,76
19187.0,1684,32,80
17191.0,348,32,59
48239.0,875,32,81
17103.0,3585,32,72
18077.0,2342,32,76
13017.0,3157,32,83
55013.0,36,32,32
39059.0,1602,32,74
42111.0,2036,33,83
13317.0,1756,33,82
13271.0,1906,33,74
22043.0,1593,34,84
47007.0,32060,34,79
29163.0,982,34,77
29159.0,3486,34,80
55041.0,729,34,40
27079.0,2449,34,85
31053.0,16250,34,82
53049.0,431,34,66
40141.0,947,34,72
19009.0,516,34,77
48323.0,4195,35,82
13049.0,1351,35,97
51067.0,1914,35,86
54067.0,459,35,69
4009.0,1387,36,93
31141.0,21800,36,79
19067.0,574,36,45
5115.0,6195,36,88
54077.0,1112,37,83
48101.0,174,37,49
8067.0,4793,37,84
1103.0,11258,37,83
37185.0,2500,37,72
1031.0,10313,37,74
23009.0,654,38,75
40079.0,785,38,79
31155.0,1509,38,83
26135.0,372,38,76
1007.0,3514,38,77
37033.0,2938,38,78
51133.0,1009,39,79
39163.0,752,39,48
35057.0,1806,39,77
42083.0,562,39,79
19031.0,2688,39,83
36117.0,6144,40,88
5051.0,8768,40,92
18175.0,3120,40,86
47119.0,4738,40,87
18123.0,1905,40,66
27087.0,243,40,80
2122.0,2507,40,89
39127.0,999,41,76
37099.0,1444,41,63
37141.0,3109,41,71
17011.0,911,41,80
48317.0,191,41,81
27099.0,10982,41,88
55015.0,2854,41,88
48059.0,378,41,69
39071.0,1096,42,83
51113.0,1626,42,82
29195.0,12884,44,73
20161.0,3603,44,87
12089.0,4386,44,97
18147.0,895,44,74
18103.0,7109,44,86
19021.0,23022,45,69
21039.0,190,45,53
33009.0,4658,45,105
23019.0,5523,45,89
17001.0,2650,45,87
13213.0,3937,45,79
26063.0,2174,45,80
21011.0,405,46,74
48093.0,415,46,75
18049.0,2196,46,80
22039.0,4863,46,86
26001.0,564,46,61
35029.0,493,46,66
51640.0,4238,46,80
48213.0,2723,46,78
13119.0,3055,46,81
37145.0,2235,47,80
28003.0,911,47,77
17183.0,1771,47,75
40049.0,1105,47,87
40083.0,1133,47,88
17173.0,752,47,69
1005.0,5937,47,73
51005.0,771,48,78
18051.0,767,48,83
5093.0,3124,48,74
55081.0,1073,48,82
13281.0,1366,48,73
27067.0,18886,48,81
30031.0,11349,48,94
45069.0,6140,48,86
39117.0,4886,49,75
20115.0,416,49,73
40019.0,1245,49,82
20027.0,291,49,80
12029.0,1675,49,72
13241.0,1051,49,76
31151.0,19958,49,62
20009.0,1685,50,76
32023.0,3175,50,87
13111.0,2384,50,83
20175.0,38809,50,69
41065.0,1298,50,81
1115.0,6485,50,90
55071.0,1434,50,72
6103.0,215,50,73
53045.0,2074,50,90
5073.0,521,50,73
19045.0,3709,50,80
42119.0,3106,50,77
19149.0,4936,51,73
48285.0,623,51,89
37111.0,3071,51,82
29221.0,571,51,68
23007.0,1901,51,81
13065.0,2252,51,85
40119.0,3250,51,92
47085.0,764,51,76
17083.0,1125,51,73
35003.0,115,51,75
46073.0,1057,52,67
8089.0,867,52,82
48331.0,1472,52,82
29165.0,3564,53,82
47005.0,461,53,81
5149.0,4689,53,71
21027.0,846,53,79
27045.0,1095,53,87
56039.0,6791,53,89
54001.0,462,53,75
6027.0,1409,53,82
28031.0,6767,53,79
13039.0,3070,53,83
47053.0,3411,54,85
5091.0,2739,54,76
29145.0,1304,54,82
51035.0,3526,54,76
13155.0,1533,54,83
29111.0,354,54,58
1039.0,3775,54,80
51181.0,435,55,76
51143.0,1651,55,81
51007.0,1376,55,81
48337.0,509,55,80
51197.0,1194,55,78
8019.0,1053,55,94
48305.0,445,55,79
19169.0,4963,55,86
13187.0,4567,55,86
51073.0,1916,55,87
51079.0,1338,55,81
51680.0,4447,55,81
48123.0,1139,55,88
51121.0,4267,55,79
31159.0,1138,55,71
40013.0,1182,55,82
47017.0,1533,56,86
32001.0,370,56,63
49003.0,1906,56,89
5145.0,2756,56,83
48179.0,4611,56,75
35037.0,260,56,65
26051.0,1016,56,85
28005.0,2734,56,79
51840.0,6936,56,78
21055.0,313,56,74
25007.0,1683,56,82
26011.0,1711,56,76
1029.0,1003,57,82
27095.0,680,57,60
47071.0,758,57,83
42035.0,2528,57,73
5011.0,1072,57,89
20079.0,730,57,80
54027.0,1033,57,68
55007.0,243,58,88
28041.0,841,58,70
55077.0,263,58,77
17117.0,2381,59,74
28135.0,1239,59,84
13161.0,1631,59,70
47035.0,6138,59,88
51127.0,1909,59,79
37083.0,7191,59,78
35061.0,3846,60,80
22091.0,2482,60,76
29075.0,943,60,70
50021.0,3500,60,87
48217.0,1345,60,77
13303.0,3660,60,84
17005.0,589,60,78
50023.0,2636,60,93
48181.0,11162,60,83
19057.0,2496,60,81
28153.0,6648,60,74
47033.0,685,61,58
47019.0,988,61,79
48107.0,159,61,69
47013.0,1145,61,93
21137.0,443,61,74
48503.0,349,61,80
47159.0,1670,61,80
39171.0,2556,61,74
37171.0,6998,61,80
13239.0,535,61,73
47061.0,2038,62,83
55001.0,286,62,74
2170.0,1627,62,84
5077.0,2312,62,75
55061.0,1559,62,70
48185.0,5807,62,82
40093.0,296,62,73
45047.0,5970,63,86
56019.0,1144,63,81
29013.0,528,63,86
31177.0,1959,63,84
51019.0,2807,63,85
55053.0,981,63,77
54069.0,2515,63,82
48273.0,788,63,78
53065.0,723,63,87
1021.0,5119,63,82
1037.0,2171,63,81
5007.0,22444,63,88
29115.0,424,63,73
18001.0,795,64,97
12129.0,1802,64,78
38101.0,2250,64,96
54059.0,273,64,64
55057.0,1234,64,82
51620.0,1826,64,76
54045.0,989,64,82
17063.0,4452,64,83
56043.0,1193,64,80
37079.0,3144,64,80
18025.0,1427,64,79
5107.0,711,64,71
24039.0,3082,65,86
13107.0,1544,65,76
27141.0,8525,65,84
48227.0,402,65,66
55073.0,2327,65,87
41033.0,1643,65,86
18119.0,2005,66,88
39021.0,1342,66,83
13175.0,5454,66,88
26029.0,1088,66,94
51015.0,4807,66,75
40047.0,1433,66,78
47117.0,1720,66,77
48451.0,4019,66,82
5043.0,1117,66,82
13163.0,1676,67,77
20191.0,363,67,81
20035.0,482,67,74
13307.0,673,67,76
46087.0,350,67,94
42061.0,9077,67,79
39063.0,2868,67,85
13127.0,5989,67,88
5057.0,821,67,78
8091.0,431,67,72
17049.0,389,67,73
48115.0,2020,67,78
48499.0,1345,67,75
17199.0,3020,67,89
51036.0,1351,67,89
8029.0,3321,68,83
50003.0,3852,68,100
4007.0,1482,68,79
27019.0,7504,68,99
50015.0,1960,68,82
39135.0,1963,68,77
29113.0,4310,68,80
26117.0,3473,69,95
17053.0,936,69,76
21035.0,2660,69,87
18013.0,1703,69,83
38029.0,155,69,71
45065.0,491,69,74
37113.0,2321,69,74
40021.0,1988,69,80
20011.0,503,69,84
28039.0,1236,69,86
27119.0,2753,69,72
19011.0,2346,69,82
13249.0,1111,70,77
29027.0,1852,70,84
36011.0,4335,70,84
54033.0,2542,70,83
29186.0,631,70,76
48147.0,1731,70,87
55021.0,2573,70,88
13103.0,3378,71,88
6115.0,1684,71,86
21151.0,2826,71,86
47011.0,6496,72,87
51775.0,1676,72,74
32007.0,1361,72,88
48293.0,1260,72,82
48069.0,1685,72,86
6079.0,15974,72,93
27021.0,566,72,84
13199.0,4672,72,83
26031.0,1338,72,78
37017.0,4355,72,73
40077.0,354,72,80
30063.0,2805,72,93
29035.0,288,72,81
12039.0,11217,73,82
51183.0,5245,73,75
29051.0,3874,73,90
45071.0,2770,73,86
48219.0,1587,73,87
27025.0,2195,73,87
48143.0,1124,73,82
18099.0,5090,73,81
13083.0,1451,73,77
6057.0,3118,73,91
37055.0,1108,73,74
1067.0,3004,74,73
39083.0,1388,74,84
1127.0,14099,74,88
40137.0,1918,74,82
40065.0,1298,74,93
29169.0,2649,75,87
33019.0,1036,75,85
28037.0,1439,75,87
5133.0,6748,75,88
16031.0,2635,76,83
45017.0,764,76,90
35035.0,10507,76,75
31019.0,7985,76,87
12043.0,1753,76,78
18171.0,766,76,81
39015.0,1301,76,77
28097.0,3787,76,85
6051.0,2234,76,83
37039.0,1311,76,85
48449.0,13681,76,73
48103.0,681,76,88
13291.0,2241,76,75
20037.0,517,77,82
39009.0,681,77,81
53071.0,5799,77,105
21157.0,2066,77,77
5125.0,5790,77,92
30057.0,626,77,88
48257.0,9601,77,82
1019.0,1724,77,82
38049.0,118,77,81
39077.0,2767,78,89
48467.0,1549,78,88
18021.0,2115,78,78
54037.0,7985,78,90
47115.0,2390,78,85
39039.0,1780,78,86
47051.0,2794,78,85
39141.0,3433,78,77
48067.0,1371,79,87
18159.0,1418,79,85
29029.0,2545,79,84
42109.0,2475,79,79
37027.0,5840,79,82
47001.0,2302,79,87
51590.0,2878,79,84
48013.0,1753,80,82
1041.0,2967,80,81
30053.0,541,80,81
4023.0,13473,80,88
39075.0,1486,80,77
13003.0,1727,80,70
26113.0,983,80,81
27171.0,10662,80,94
47131.0,1544,80,78
55051.0,145,80,80
13091.0,2456,80,82
49051.0,14415,80,91
18009.0,1056,80,74
17137.0,2214,80,82
17105.0,1799,81,85
48205.0,481,81,56
19121.0,1011,81,75
17203.0,1130,81,93
55011.0,341,81,76
6023.0,5504,81,116
26053.0,328,81,81
18073.0,3206,81,82
45053.0,1985,82,86
48359.0,248,82,86
35015.0,1251,82,82
42097.0,8863,82,80
5029.0,844,82,83
13195.0,2384,83,84
39053.0,492,83,85
13263.0,1927,83,77
48195.0,775,83,69
19087.0,3216,84,86
48149.0,1805,84,82
1027.0,1654,85,82
5135.0,1638,85,74
37143.0,1170,85,79
40081.0,1191,85,81
42031.0,1610,86,79
48401.0,2818,86,89
40115.0,2234,86,81
55135.0,1484,86,80
36017.0,7538,86,89
21077.0,894,86,65
21005.0,877,86,86
48357.0,1920,87,52
13171.0,3179,87,87
31093.0,1669,87,60
13085.0,5394,87,87
26015.0,3309,87,86
48361.0,5396,88,82
51175.0,7303,88,81
5027.0,1029,88,83
8025.0,2151,88,88
45033.0,6710,88,86
13197.0,2810,88,73
56021.0,10835,89,90
48073.0,1923,89,80
47075.0,1697,89,78
46103.0,7121,89,84
47113.0,9535,89,83
48489.0,1185,89,80
45021.0,1971,89,74
17177.0,7550,90,85
19047.0,17717,90,77
13075.0,2207,90,77
36043.0,5702,90,95
22083.0,6212,91,84
40033.0,359,91,77
21017.0,733,91,93
18071.0,17299,91,83
51187.0,6703,91,81
29019.0,8969,92,90
42009.0,1937,92,76
13235.0,2181,92,83
35005.0,2326,93,84
18037.0,6831,93,84
51169.0,410,93,66
47047.0,6013,93,86
51029.0,17881,93,76
21003.0,2906,93,85
53047.0,2469,94,82
39081.0,3527,94,81
19077.0,2017,94,77
21093.0,4755,95,85
37163.0,16763,95,90
1025.0,5278,95,75
12023.0,6788,96,85
51033.0,2927,96,73
39149.0,2467,96,80
13165.0,1289,96,79
5111.0,1782,97,88
18169.0,3609,97,79
37197.0,6130,98,78
51195.0,1459,98,73
27015.0,764,98,76
4003.0,4158,98,86
46035.0,798,99,97
36009.0,4280,99,79
45037.0,2487,100,86
55027.0,9162,100,84
29187.0,2140,100,84
47155.0,4916,100,91
13173.0,1117,101,75
48241.0,1554,101,74
28021.0,3559,101,78
26149.0,5194,101,77
27009.0,6300,101,91
1099.0,1900,101,79
53067.0,9152,101,96
29107.0,4000,102,84
47147.0,19853,102,89
55075.0,1339,102,80
13311.0,5042,102,82
12013.0,2164,103,76
55055.0,4716,103,87
48291.0,4355,103,82
53003.0,1112,104,73
51089.0,4035,104,77
13251.0,1835,104,76
18015.0,3877,104,80
21163.0,1006,104,74
47167.0,18723,104,87
54019.0,1967,104,69
39019.0,1706,105,85
27131.0,15071,105,89
13257.0,6374,105,83
18151.0,3735,105,78
48363.0,623,105,74
8039.0,2663,106,86
35049.0,8593,106,96
47123.0,2686,107,86
31037.0,23423,107,74
39147.0,1162,107,82
40123.0,880,107,84
16039.0,2017,107,77
48099.0,12359,107,82
16075.0,1269,108,82
27139.0,14645,108,88
26035.0,949,108,86
41059.0,5536,108,96
47163.0,3853,108,97
4012.0,3575,109,81
26127.0,3120,109,81
28065.0,3361,109,67
29031.0,3969,109,83
28019.0,1853,111,83
27049.0,2741,111,82
29021.0,26891,111,80
48005.0,8385,111,81
24041.0,4098,111,91
29213.0,817,112,84
13005.0,4393,112,78
29047.0,8630,114,84
48405.0,1745,114,75
8117.0,11458,114,94
21185.0,3674,114,85
30013.0,1188,114,86
42099.0,2722,115,79
48177.0,4405,115,75
28043.0,4100,115,86
37045.0,4590,115,82
54107.0,2921,115,83
30029.0,2726,117,88
13055.0,1223,117,85
31153.0,23085,118,90
13167.0,4071,118,77
13149.0,1337,118,87
48485.0,5484,119,89
38035.0,16682,119,77
40087.0,4990,119,88
37147.0,14169,119,87
18087.0,4297,119,80
37091.0,4094,120,82
18183.0,1984,120,80
39157.0,13829,120,93
42117.0,1112,120,79
36089.0,11969,120,85
37133.0,5014,120,95
39033.0,5122,120,83
27035.0,2671,121,75
28117.0,2538,121,82
40133.0,1231,121,78
12133.0,2018,121,81
18033.0,2114,121,82
21195.0,1341,122,71
29207.0,3330,122,81
45077.0,6971,122,87
26041.0,1031,122,77
50001.0,4532,122,87
13253.0,2426,122,83
23001.0,10762,122,95
26107.0,1204,123,81
12007.0,3151,123,85
37149.0,1932,124,79
30111.0,6178,125,94
51147.0,5293,125,95
31111.0,2558,125,89
29069.0,1977,125,87
47063.0,1805,126,87
21125.0,1243,126,82
29083.0,616,126,94
48325.0,4181,127,89
42021.0,2765,127,84
18139.0,3120,127,82
13031.0,3282,128,79
13025.0,2397,128,70
40051.0,3996,128,88
36109.0,10417,128,93
28111.0,2494,128,89
37105.0,18072,128,85
18069.0,1345,128,80
45025.0,7536,129,83
28101.0,10521,129,83
51730.0,4964,129,77
42067.0,5703,130,83
53035.0,11551,131,99
13231.0,2987,131,79
13143.0,2396,131,81
19135.0,1170,131,43
18163.0,13028,132,87
26165.0,797,132,86
45005.0,1556,132,75
17015.0,801,132,79
38089.0,3798,133,82
18149.0,1762,133,83
18045.0,988,134,81
20169.0,1614,134,77
40031.0,12074,135,81
45075.0,8820,135,87
19043.0,1517,135,81
18023.0,8318,136,80
35013.0,19755,136,87
33005.0,3029,136,87
53017.0,7554,136,84
22115.0,1544,137,83
2090.0,6200,137,91
47059.0,3102,137,87
18085.0,5809,137,80
17051.0,1181,138,79
39175.0,2030,138,81
16053.0,6949,138,77
47073.0,2128,138,82
26043.0,302,138,74
51199.0,4160,138,91
26023.0,5843,138,76
37103.0,1226,138,67
13269.0,1260,139,82
21199.0,3383,139,88
51069.0,14218,139,82
8003.0,2811,139,80
38059.0,2982,140,89
54049.0,3262,140,82
1053.0,2820,140,80
21145.0,4738,141,83
37157.0,3626,141,76
37117.0,2574,141,76
22127.0,5747,143,82
5141.0,2156,144,88
20125.0,1255,144,78
8045.0,7942,144,92
6101.0,2756,145,82
12065.0,1803,145,72
8063.0,1546,145,81
1033.0,6464,146,82
17141.0,9786,146,76
37059.0,3957,146,85
24019.0,6077,147,75
51540.0,5419,147,90
37153.0,6448,147,69
28161.0,3853,148,81
26047.0,1592,148,85
26079.0,1425,148,83
28143.0,2990,149,86
39139.0,9145,149,88
28155.0,2677,149,85
48349.0,2704,150,80
8119.0,2052,150,84
17075.0,5363,150,80
32510.0,4378,151,95
40117.0,2252,151,90
28061.0,6373,151,75
27105.0,66313,151,66
13061.0,2071,151,77
28029.0,12599,152,94
1011.0,5797,152,81
55029.0,1647,153,77
40121.0,2228,153,80
26027.0,3682,153,80
48021.0,9047,153,86
21141.0,5107,154,84
39073.0,2514,155,65
21101.0,5588,156,88
8075.0,24909,156,84
50027.0,3313,156,93
48497.0,2073,157,77
41039.0,4360,157,90
48355.0,12958,157,83
6031.0,35227,158,80
28115.0,2051,158,85
1049.0,10534,158,81
8097.0,4429,159,96
36013.0,3737,159,82
48057.0,2237,160,81
12079.0,3665,160,75
28107.0,3821,160,86
18135.0,2872,161,80
45059.0,3480,161,79
13007.0,1921,162,83
1071.0,4307,162,87
6069.0,4776,163,94
22113.0,3092,163,81
55103.0,821,163,80
26091.0,8565,163,82
45035.0,8831,164,88
21213.0,2506,164,83
51161.0,4822,165,82
36039.0,11820,165,92
51159.0,11980,165,73
6039.0,5780,166,100
48209.0,17387,166,93
51650.0,10226,167,81
17157.0,12650,168,77
1121.0,5645,168,89
20111.0,19209,168,84
28093.0,4297,169,87
5045.0,6483,170,89
6087.0,11572,170,100
49011.0,26042,170,101
1063.0,4638,171,80
37193.0,17581,171,76
28163.0,12481,171,88
19007.0,524,171,81
44005.0,12426,172,82
53025.0,14980,173,94
47125.0,13535,173,88
50025.0,5178,174,86
48387.0,2037,174,60
22025.0,5092,174,87
1015.0,8539,175,89
37187.0,1713,175,78
37123.0,4727,175,83
8083.0,1952,175,78
1087.0,3702,176,78
37015.0,5039,176,82
28025.0,5033,178,86
29155.0,3608,179,83
1107.0,5093,179,82
18143.0,5291,179,85
51093.0,7280,180,86
39011.0,3247,180,79
45043.0,4096,180,84
55139.0,10632,180,93
42085.0,5618,181,85
47169.0,62848,181,79
27167.0,731,181,81
55117.0,4986,182,94
6055.0,6252,184,110
36057.0,4580,185,92
35053.0,2925,187,96
28103.0,7483,187,83
1077.0,6816,188,87
26067.0,6794,188,81
18157.0,16825,188,88
20057.0,70235,188,90
32013.0,3924,189,79
37127.0,9291,189,85
28133.0,4734,189,85
1047.0,10132,189,82
51023.0,2150,189,86
12005.0,5720,191,86
51191.0,2912,192,81
13087.0,8275,192,82
21143.0,983,193,90
51830.0,2365,193,90
53041.0,2211,193,92
46005.0,8283,195,97
28027.0,5986,195,89
51685.0,11209,196,78
37031.0,2269,196,87
13227.0,2398,196,87
13219.0,5694,197,87
36121.0,4785,197,90
21019.0,2453,197,78
47111.0,5803,197,81
40135.0,954,198,81
21047.0,6928,198,88
53039.0,1659,199,93
48251.0,8901,199,88
51600.0,2678,199,66
48231.0,4481,199,82
48183.0,10526,200,96
21227.0,41461,201,89
36051.0,6092,201,89
51165.0,22925,201,85
51179.0,29373,201,91
48221.0,1567,201,80
55019.0,1772,202,81
21081.0,2109,202,79
40017.0,7582,202,91
47003.0,14191,203,82
26005.0,10154,204,86
51595.0,3195,204,73
42049.0,11659,205,87
13229.0,5208,205,84
21207.0,1364,206,76
49037.0,11219,206,79
31067.0,2618,207,74
12003.0,1754,207,92
42005.0,3579,207,83
47009.0,5124,207,87
39107.0,7376,209,82
37129.0,9336,209,89
40001.0,4745,210,82
13131.0,5202,213,76
31119.0,13676,213,84
45067.0,3204,215,82
13145.0,5274,216,84
28071.0,7131,216,87
28013.0,3678,218,82
40139.0,32705,218,78
31041.0,1997,218,70
51099.0,3068,218,81
55111.0,4396,219,88
12107.0,8096,219,86
37035.0,8792,220,86
21211.0,6029,220,79
36053.0,15848,220,85
21029.0,5424,221,80
13225.0,4031,222,88
36091.0,27842,223,100
13157.0,8742,223,82
12035.0,9784,225,85
36123.0,1614,225,74
13279.0,2912,225,81
13319.0,3027,225,76
42015.0,2531,225,83
36037.0,11034,226,87
28073.0,10758,227,84
1001.0,8356,227,83
22011.0,3942,228,86
48493.0,2243,231,82
28145.0,3355,234,86
1023.0,5698,234,81
39023.0,10238,235,89
12087.0,6590,236,87
42125.0,8489,238,94
17037.0,15651,238,86
37167.0,3360,238,87
44001.0,10719,239,82
37019.0,5443,240,93
51061.0,13043,240,81
6097.0,26843,241,110
19005.0,6294,242,92
1129.0,3333,242,87
1059.0,19454,242,84
36019.0,5427,244,90
48189.0,2633,245,82
39025.0,9425,246,86
39045.0,13504,247,83
49057.0,14990,247,97
35006.0,6396,248,83
1069.0,9511,251,84
13033.0,6342,251,84
18181.0,8940,251,79
48027.0,18283,252,94
40097.0,1845,252,83
12131.0,5305,254,89
37049.0,7496,254,93
42027.0,8322,255,87
26039.0,3319,255,80
48423.0,12305,255,94
42051.0,5808,257,85
42131.0,1768,257,72
13029.0,4088,257,83
4025.0,13584,257,88
40125.0,3494,258,82
48199.0,7729,260,82
40131.0,4402,260,78
22029.0,3757,263,76
17179.0,3746,263,81
5139.0,6757,263,83
19017.0,3494,264,74
36015.0,8161,266,83
48419.0,9587,266,80
48309.0,7500,267,89
13185.0,15697,268,96
18177.0,9445,269,88
1065.0,6499,271,77
19155.0,10358,272,98
27061.0,2036,272,77
13193.0,5429,272,83
31047.0,38660,272,85
45057.0,8398,274,96
51610.0,2379,275,63
1131.0,6611,276,82
48135.0,8308,276,78
51047.0,24552,276,85
5075.0,4163,276,83
42063.0,5026,277,81
37097.0,12732,278,90
55039.0,9295,280,96
26159.0,6459,280,82
54003.0,14803,280,83
13189.0,3568,281,81
6089.0,2444,281,98
1119.0,8652,281,77
51075.0,5503,283,90
51770.0,7223,285,80
5143.0,22769,285,89
13221.0,3381,285,76
39057.0,4834,286,85
22067.0,5549,288,82
1089.0,20404,288,90
12053.0,7248,288,88
48381.0,28808,289,80
19123.0,2918,290,81
37107.0,8623,291,82
1091.0,6695,293,81
47141.0,18802,294,86
27103.0,2784,295,90
51177.0,21446,297,93
55087.0,9238,297,91
48441.0,19468,298,80
28151.0,8430,299,86
17109.0,3321,300,65
51003.0,9325,302,86
51710.0,22314,303,87
26057.0,2853,304,80
13133.0,4013,305,83
12091.0,12799,306,100
12073.0,19662,306,89
2020.0,14749,306,95
28087.0,8418,306,86
13037.0,7309,309,81
5023.0,5854,310,91
56013.0,12521,310,94
54061.0,8137,311,88
50011.0,6601,312,86
26151.0,2563,312,82
1051.0,13938,312,94
20055.0,57559,314,78
28149.0,7572,315,78
17181.0,5530,315,61
31109.0,45720,315,87
48321.0,4715,316,91
8107.0,4063,317,94
48469.0,9605,318,83
51065.0,5184,318,85
13073.0,12955,319,89
48277.0,5810,319,82
41003.0,3163,322,91
18065.0,7023,322,80
12001.0,22590,323,97
6047.0,13586,323,83
28057.0,4233,324,86
45031.0,12804,324,87
28053.0,2623,325,87
42001.0,11777,327,89
47093.0,22004,331,95
27091.0,6982,332,90
12109.0,16723,333,96
29201.0,5454,333,87
17079.0,2551,333,72
51683.0,38045,333,82
26055.0,1736,334,85
39111.0,2469,334,71
19115.0,18667,335,73
39097.0,6433,336,84
21061.0,2617,339,76
18079.0,7133,339,89
18041.0,4704,340,89
12083.0,13920,345,86
19179.0,19655,345,84
37071.0,14237,349,89
20103.0,47290,349,89
17021.0,2237,350,87
18017.0,75799,351,76
13081.0,12374,351,83
21059.0,16704,351,88
36077.0,4550,354,84
21177.0,22139,355,83
8051.0,12090,356,97
48117.0,6132,357,86
22081.0,2382,357,78
19157.0,4410,358,85
15009.0,8009,358,92
51081.0,5483,361,78
22119.0,8247,362,88
28015.0,5236,363,78
5079.0,50563,363,91
40101.0,2622,363,85
42127.0,7285,364,101
37139.0,4712,364,87
28081.0,7807,365,87
18137.0,7226,366,85
55131.0,11168,367,89
16013.0,37440,368,93
18133.0,6806,368,85
45091.0,20455,374,90
21085.0,5665,374,82
13207.0,4499,379,87
48049.0,2731,380,87
37161.0,9484,384,77
13237.0,4049,385,75
37065.0,9295,387,79
28033.0,27403,387,89
28123.0,28760,388,88
28079.0,18991,389,86
47189.0,21623,391,88
1111.0,6495,395,80
30101.0,2026,397,81
22053.0,4806,397,82
28069.0,6107,400,80
12027.0,6898,400,85
48397.0,7478,400,81
17019.0,24386,401,85
13313.0,14483,402,90
28121.0,19625,402,87
26045.0,10837,403,88
20177.0,13889,403,82
1003.0,15159,404,93
13077.0,20025,406,93
17029.0,4405,407,69
28091.0,5639,408,84
19103.0,34841,411,99
45003.0,9349,413,87
26111.0,5182,413,88
39123.0,4108,414,79
31001.0,13507,414,89
16027.0,18748,416,87
24047.0,8538,417,87
40037.0,5920,419,82
26007.0,4914,420,65
37125.0,9075,426,89
1085.0,9243,426,81
41053.0,5112,427,96
17143.0,10513,427,91
22041.0,14810,428,79
28047.0,14736,428,90
45029.0,4284,429,85
40071.0,3742,431,92
40055.0,4318,431,75
39043.0,6823,434,86
21031.0,11095,436,79
48091.0,5337,437,83
28129.0,6868,439,87
36115.0,11719,439,89
26069.0,4042,441,82
22125.0,10580,445,80
5035.0,17668,446,88
54099.0,5772,452,67
22049.0,4518,456,82
26073.0,4507,458,83
13027.0,3894,459,78
45089.0,9528,459,82
29037.0,5104,460,91
17113.0,10417,464,87
23011.0,7573,464,90
19127.0,41034,466,80
27145.0,77190,466,95
19163.0,18835,467,85
17099.0,6657,470,89
42073.0,4863,470,82
37077.0,15945,472,85
1095.0,32777,473,82
28105.0,8889,477,85
47107.0,6385,478,85
20031.0,3477,478,80
19183.0,10967,479,89
6053.0,24399,481,90
51001.0,34617,482,87
53007.0,11414,482,103
37151.0,26866,484,83
39143.0,3452,485,84
41071.0,3929,485,92
13247.0,15645,485,88
22009.0,6965,486,86
18167.0,7439,488,87
39089.0,12139,488,86
36035.0,8626,491,87
12061.0,8037,493,88
37061.0,27543,493,82
45039.0,7174,494,91
40015.0,6889,496,80
13285.0,15984,502,91
12085.0,27979,503,88
48215.0,30846,504,83
39041.0,16315,505,89
55043.0,4081,510,82
